amount,available_cash,required_reserve,pending_concurrent_outflows,agent_trust_score,agent_confidence,policy_violations,urgency_score,liquidity_ratio_before,projected_liquidity_ratio,global_projected_liquidity_ratio,reserve_shortfall,cross_agent_conflict_severity,risk_score,risk_category,recommended_decision
1030014.46458862,527218.2233213602,178976.42058854806,119722.81422818876,46.66622550163528,0.6686975515409173,0,3.0,2.946,0.0,0.0,801495.48,1.0,89.2,CRITICAL,BLOCK
242405.48797432412,1729995.281432608,409682.8190747029,588752.4545282585,80.84900850679821,0.9184170492458774,0,3.0,4.223,3.631,2.194,0.0,0.044,8.6,LOW,ALLOW
627092.2735625798,233339.03065711143,186671.22452568915,406859.65775978746,74.22652592826239,0.7289315130902826,0,1.0,1.25,0.0,0.0,987284.13,1.0,80.1,CRITICAL,BLOCK
94932.01440850005,1578719.4245567643,1073878.868830481,612870.9726032971,58.480086566347794,0.907328914820624,0,3.0,1.47,1.382,0.811,202962.43,0.489,30.0,LOW,ALLOW
258951.65697001218,915069.7139564872,732055.7711651898,758102.9169419297,75.26622701230477,0.7234476384632645,0,2.0,1.25,0.896,0.0,834040.63,1.0,80.9,CRITICAL,MODIFY
1095337.7492490734,774032.2085516357,380170.07683235593,453790.9814930615,41.034675141299445,0.6314158305188319,0,1.0,2.036,0.0,0.0,1155266.6,1.0,86.6,CRITICAL,BLOCK
872902.0208393132,249998.53057723996,199998.82446179198,126134.33093374589,74.95922072875808,0.6456399895833506,0,4.0,1.25,0.0,0.0,949036.65,1.0,80.1,CRITICAL,BLOCK
844346.392989629,771943.002704146,617554.4021633168,321778.5551106416,65.71760705424444,0.7806762176801731,1,2.0,1.25,0.0,0.0,1011736.35,1.0,89.2,CRITICAL,BLOCK
919095.2126324689,1320361.3840110283,550489.6167405575,143908.31019130585,65.45640263141699,0.6296391370202419,0,1.0,2.399,0.729,0.468,293131.76,0.832,63.9,HIGH,MODIFY
137293.2880029976,374772.87612972525,299818.3009037802,523761.0252994881,84.85670401326315,0.6157745235190366,0,2.0,1.25,0.792,0.0,586099.74,1.0,79.6,HIGH,MODIFY
1022099.4374207378,1674059.6857388255,263005.7456989086,75488.9723644066,88.90130569935478,0.9050232772510132,0,3.0,6.365,2.479,2.192,0.0,0.353,26.6,LOW,ALLOW
604409.210158932,983792.3897668105,713161.1028560278,321170.7132932797,92.72414043171503,0.6405526660963491,0,3.0,1.379,0.532,0.082,654948.64,1.0,72.2,HIGH,MODIFY
902591.1544929638,901034.1417547091,720827.3134037673,669737.3380471477,79.7494405661273,0.6166062927983615,0,4.0,1.25,0.0,0.0,1392121.66,1.0,79.6,HIGH,BLOCK
399477.75612299645,640193.5197221856,573465.8133466118,589399.1646752519,62.87529059969296,0.7566733761868618,2,4.0,1.116,0.42,0.0,922149.21,1.0,98.0,CRITICAL,BLOCK
163868.40074566536,413753.5190018118,331002.81520144944,236955.43800892826,50.63726338443004,0.8381008527052003,1,4.0,1.25,0.755,0.039,318073.13,1.0,92.3,CRITICAL,MODIFY
831310.6406935824,547954.2875993184,173095.4621926819,36377.70583821594,49.622613907548185,0.6986449013459685,0,1.0,3.166,0.0,0.0,492829.52,0.284,73.2,HIGH,BLOCK
843021.2191518462,1783954.1466760153,1192855.5672133537,89533.3235862708,67.79250699206702,0.8398489618609866,0,4.0,1.496,0.789,0.714,341455.96,0.586,50.5,MEDIUM,MODIFY
636946.677676415,1303339.2615603888,926745.8743034587,521350.146298907,70.30754867345266,0.6776733687762061,1,1.0,1.406,0.719,0.157,781703.44,1.0,81.7,CRITICAL,MODIFY
12535.828681600617,1438740.0086315488,376923.52982916683,4306.115793201393,95.23852552924902,0.8917183397181669,0,2.0,3.817,3.784,3.772,0.0,0.082,2.0,LOW,ALLOW
973439.6008667194,779177.863428406,212657.89114654477,216122.23532361857,92.29145919709018,0.95066634134671,0,1.0,3.664,0.0,0.0,623041.86,1.0,80.3,CRITICAL,BLOCK
974276.8923414788,491309.8787131062,393047.902970485,136732.87427416295,85.92285131893127,0.8992494841551127,0,4.0,1.25,0.0,0.0,1012747.79,1.0,77.4,HIGH,BLOCK
529015.8034931066,495225.37947254564,396180.30357803655,195252.50111695868,53.40116656170274,0.9290962109473787,3,2.0,1.25,0.0,0.0,625223.23,1.0,98.0,CRITICAL,BLOCK
1060489.1025430625,1807322.3001782307,1058786.177009084,163077.30802589742,88.05888437133639,0.7589285267967734,1,3.0,1.707,0.705,0.551,475030.29,0.749,62.6,HIGH,MODIFY
902550.6155513992,1934255.1348820017,1382618.7900847874,614370.9087520269,50.44495462969925,0.7774015611473798,0,3.0,1.399,0.746,0.302,965285.18,0.998,79.5,HIGH,MODIFY
734440.8206738675,562025.1522967522,454571.9218835975,79319.4810928517,71.89329135492274,0.7981597064817325,3,3.0,1.236,0.0,0.0,706307.07,1.0,98.0,CRITICAL,BLOCK
638742.4216231417,1280155.929259816,1024124.7434078528,260293.4700742189,95.33583918281627,0.8871504470480984,1,4.0,1.25,0.626,0.372,643004.71,0.928,69.7,HIGH,MODIFY
512765.4039045125,894156.9415550637,715325.553244051,503319.7326859931,61.84381018359798,0.8269804575677869,0,1.0,1.25,0.533,0.0,837253.75,1.0,83.6,CRITICAL,MODIFY
1148261.763286623,429384.18418735254,343507.34734988207,93423.10703184786,94.17503244196557,0.8709694885698028,0,4.0,1.25,0.0,0.0,1155808.03,1.0,77.0,HIGH,BLOCK
426432.78417201317,644509.6729236244,515607.73833889957,397982.8547131722,83.33103006972267,0.6064881587502624,1,2.0,1.25,0.423,0.0,695513.7,1.0,85.3,CRITICAL,MODIFY
645301.229860797,1452676.0989130575,1259666.676737313,610975.4930187161,76.08649788292333,0.7380217282783313,1,2.0,1.153,0.641,0.156,1063267.3,1.0,79.8,HIGH,MODIFY
1070419.865797346,1310136.7869452657,950788.4302245894,130006.11867564071,59.24286724766661,0.8349141487211227,0,1.0,1.378,0.252,0.115,841077.63,1.0,84.6,CRITICAL,MODIFY
733317.4288030344,1795869.9751325445,932097.6273211223,356041.4449460332,77.01669316020303,0.6556605606398325,0,4.0,1.927,1.14,0.758,225586.53,0.542,34.4,LOW,MODIFY
679298.6798627541,1313724.6021139852,803982.1399685105,442596.6369023732,75.12205072477292,0.7197274754758227,0,3.0,1.634,0.789,0.239,612152.85,1.0,73.5,HIGH,MODIFY
338201.5362349813,1731094.807593237,533705.9493928994,762886.6583648857,51.41893372953634,0.8372224070338401,0,3.0,3.244,2.61,1.18,0.0,0.234,26.5,LOW,ALLOW
418601.59289424773,1025003.9810998556,820003.1848798846,318934.39729855134,74.3099733564977,0.9152866326865181,0,4.0,1.25,0.74,0.351,532535.19,0.949,66.4,HIGH,MODIFY
21752.825773350298,250317.88257805974,200254.3060624478,483942.40836301615,79.10999917060565,0.8007601691366686,0,1.0,1.25,1.141,0.0,455631.66,1.0,63.2,HIGH,MODIFY
205191.4129717736,1704249.6815154965,1481889.979857122,111632.79391038108,67.0621747546344,0.7547159716940206,0,1.0,1.15,1.012,0.936,94464.51,0.364,26.5,LOW,MODIFY
273513.035332026,845424.6695052849,290905.78138629184,445025.5684689273,71.83781438182987,0.8166623567348869,1,1.0,2.906,1.966,0.436,164019.72,0.864,53.1,MEDIUM,MODIFY
746436.7011044563,1666646.3268812206,893938.0613706827,589514.6755798269,55.452778221451084,0.9332980720696598,3,3.0,1.864,1.029,0.37,563243.11,0.93,79.0,HIGH,BLOCK
542023.0451083207,226223.99977504587,180979.1998200367,296446.40633582213,40.750796301568705,0.6002464294658085,0,3.0,1.25,0.0,0.0,793224.65,1.0,93.0,CRITICAL,BLOCK
1044632.1224158972,925934.7079938689,740747.7663950952,477152.1768325028,78.05790945138811,0.6067420841407223,3,3.0,1.25,0.0,0.0,1336597.36,1.0,95.1,CRITICAL,BLOCK
992306.9460805292,669906.6279907331,535925.3023925865,782998.332627787,79.23302043106834,0.9499090356849558,0,4.0,1.25,0.0,0.0,1641323.95,1.0,80.7,CRITICAL,BLOCK
33211.75566179272,1063734.2664984246,850987.4131987398,94652.12542307073,67.8541412320564,0.7616337028331523,0,1.0,1.25,1.211,1.1,0.0,0.005,12.8,LOW,ALLOW
66650.47567190349,870250.2220824366,696200.1776659493,217106.65773710006,57.44195784537456,0.9703806309244207,0,1.0,1.25,1.154,0.842,109707.09,0.458,27.5,LOW,ALLOW
1083840.405983176,817299.38029085,719618.2798903079,320695.4170376074,94.07621120720572,0.6642855282675069,2,4.0,1.136,0.0,0.0,1306854.72,1.0,87.2,CRITICAL,BLOCK
516309.5485721595,1059836.2285380708,575825.6115674414,142608.345653038,95.39750190415526,0.6705120142452778,0,3.0,1.841,0.944,0.696,174907.28,0.604,40.9,MEDIUM,MODIFY
375690.7829022137,1627630.7467588724,499136.7252433323,720613.2613944865,57.910865552200725,0.7125437439013002,1,3.0,3.261,2.508,1.064,0.0,0.379,35.0,MEDIUM,ALLOW
285794.7093688643,373500.0291957384,298800.0233565907,180179.33554971108,40.360291822678114,0.9238703128838234,3,3.0,1.25,0.294,0.0,391274.04,1.0,98.0,CRITICAL,BLOCK
1035604.7895578315,382929.2856097478,306343.42848779826,476745.63560698385,40.19613402873514,0.6971633727387392,0,2.0,1.25,0.0,0.0,1435764.57,1.0,88.7,CRITICAL,BLOCK
561344.1748070541,1352166.514528807,1004964.895616317,125642.34987258125,85.57165282198262,0.8090679659738379,0,2.0,1.345,0.787,0.662,339784.91,0.638,49.1,MEDIUM,MODIFY
396421.57475243014,1482257.896774949,583659.0293652876,144755.71265492393,79.44700980939832,0.6664213603414182,1,2.0,2.54,1.86,1.612,0.0,0.107,21.0,LOW,ALLOW
448209.6381618668,1959497.0546978917,592383.8456011734,67226.71656982104,43.92704662851697,0.7310354156593413,0,1.0,3.308,2.551,2.438,0.0,0.054,20.9,LOW,ALLOW
284082.08250981616,1017394.4305856627,513480.7529798262,292897.1865095411,52.67461255223079,0.901227131821565,0,3.0,1.981,1.428,0.858,73065.59,0.442,31.7,LOW,MODIFY
689580.521782936,740504.4605150081,592403.5684120065,159551.03790734685,57.07371263948767,0.9515077855824193,0,3.0,1.25,0.086,0.0,701030.67,1.0,83.8,CRITICAL,MODIFY
640522.856855021,254513.29946549202,203610.63957239361,337028.2297321908,91.55696852850468,0.6267725924288372,0,2.0,1.25,0.0,0.0,926648.43,1.0,76.9,HIGH,BLOCK
218348.267647484,1053981.681993974,872179.6564831807,730886.9514275574,44.03072534356233,0.9098175169370654,0,4.0,1.208,0.958,0.12,767433.19,1.0,82.4,CRITICAL,MODIFY
824282.7391958826,1198733.5010068929,398338.5576051405,250768.74602758448,47.2114010025937,0.8696887059452723,0,2.0,3.009,0.94,0.31,274656.54,0.99,72.4,HIGH,MODIFY
681784.8206128003,1121344.1751152617,287061.6737085839,85903.94470834993,65.066491093099,0.7865628083297364,0,4.0,3.906,1.531,1.232,0.0,0.349,37.7,MEDIUM,ALLOW
972795.8818749612,882019.822897968,369490.12502924574,471080.2670248892,43.85295994750618,0.721052738186335,0,4.0,2.387,0.0,0.0,931346.45,1.0,85.9,CRITICAL,BLOCK
954701.4671691792,662514.5554511684,530011.6443609347,209594.49989598262,93.4560760568518,0.6205367318372476,0,1.0,1.25,0.0,0.0,1031793.06,1.0,77.4,HIGH,BLOCK
580831.7674783713,1158078.7649157587,898039.8406042444,461951.55392266443,71.34621119088925,0.6912414919192904,2,3.0,1.29,0.643,0.128,782744.4,1.0,83.8,CRITICAL,BLOCK
631259.9932082456,1172544.6423144024,702958.3129720466,723681.6840618242,50.04187004553165,0.7149755280617353,0,3.0,1.668,0.77,0.0,885355.35,1.0,90.5,CRITICAL,MODIFY
213128.90729038118,1024078.1236373638,650461.4117842508,728670.9301283462,61.885179896721446,0.9023008260655019,0,3.0,1.574,1.247,0.126,568183.13,1.0,67.5,HIGH,MODIFY
714879.5555613722,1132962.9103497793,300068.5366801356,143320.0904337121,44.21596926469606,0.8906250410354489,0,1.0,3.776,1.393,0.916,25305.27,0.384,38.3,MEDIUM,MODIFY
1089691.6569266925,1172806.2327024085,1013051.9633843633,361482.5719518285,44.83500808674994,0.6056115967871979,0,3.0,1.158,0.082,0.0,1291419.96,1.0,90.7,CRITICAL,MODIFY
326392.299427226,791716.6431217887,283490.0704501212,740771.8730337063,65.10178918603096,0.8966142787098956,0,4.0,2.793,1.641,0.0,558937.6,1.0,70.2,HIGH,MODIFY
416645.62735604297,253432.83845377015,202746.27076301613,347533.9403684215,71.6461875344108,0.9023906745906713,0,4.0,1.25,0.0,0.0,713493.0,1.0,84.4,CRITICAL,BLOCK
888087.3132941343,220441.73030193395,176353.38424154717,493756.10742980934,94.0982728386038,0.9767676555294313,1,2.0,1.25,0.0,0.0,1337755.07,1.0,83.5,CRITICAL,BLOCK
185890.28423075427,1238765.9481509724,650048.8096929409,689154.4486595716,94.55208843912592,0.8282284352258822,0,3.0,1.906,1.62,0.56,286327.59,0.74,31.6,LOW,MODIFY
562968.5449139022,1551544.3625837679,1168634.624962372,599201.8044703527,85.35932991900992,0.8608850232078329,0,4.0,1.328,0.846,0.333,779260.61,0.967,64.6,HIGH,MODIFY
1150645.8771273666,1252087.448117706,164087.5643911712,426110.608134569,90.31704543409354,0.9840559602154875,0,3.0,7.631,0.618,0.0,488756.6,1.0,72.9,HIGH,MODIFY
831200.4912795972,967865.4393261116,774292.3514608893,262472.08014936314,71.56567797853398,0.6394150889938939,0,1.0,1.25,0.177,0.0,900099.48,1.0,79.8,HIGH,MODIFY
860414.040003984,1782775.2965996577,554104.7605606876,165267.26126945563,44.11104905933764,0.7338679003994152,0,4.0,3.217,1.665,1.366,0.0,0.031,33.0,LOW,ALLOW
424927.959714024,991767.4358335033,442994.49497297104,576499.5849107733,63.655650649462984,0.6956849502139125,0,1.0,2.239,1.28,0.0,452654.6,1.0,76.5,HIGH,MODIFY
1172120.9077091375,1180194.8083874793,944155.8467099834,673243.3257758238,65.38190660126885,0.7430200399221402,2,4.0,1.25,0.009,0.0,1609325.27,1.0,94.3,CRITICAL,BLOCK
456932.5480974946,801762.0529934281,670875.8894917021,467826.53622235893,73.5178894100361,0.7392566584439558,1,1.0,1.195,0.514,0.0,793872.92,1.0,84.7,CRITICAL,MODIFY
60678.93144063136,907197.2900758223,725757.8320606579,107219.14075803252,69.97542791627198,0.6935938362322699,0,4.0,1.25,1.166,1.019,0.0,0.004,15.6,LOW,ALLOW
497732.48684090615,1994183.2376888152,1027711.8393077247,274492.3407680546,54.71306626054742,0.6690647776669532,0,3.0,1.94,1.456,1.189,0.0,0.038,28.8,LOW,ALLOW
751907.6941834346,337778.11723151384,270222.49378521106,557254.2873729895,96.5750782711699,0.7260986263118411,2,3.0,1.25,0.0,0.0,1241606.36,1.0,86.5,CRITICAL,BLOCK
326065.165780454,1854283.004546937,702952.9032715998,780250.3190833626,96.83673911796468,0.6146146305924255,0,1.0,2.638,2.174,1.064,0.0,0.02,9.4,LOW,ALLOW
615841.0540082406,959997.2206486585,767997.7765189268,81958.87364922233,77.39184042282864,0.863808561604689,0,2.0,1.25,0.448,0.341,505800.48,0.959,69.4,HIGH,MODIFY
694407.9174754951,1867817.0117653452,926715.0328001226,35922.88147442986,69.22252931986588,0.7014498140746153,1,1.0,2.016,1.266,1.227,0.0,0.085,29.5,LOW,ALLOW
615885.5408480036,1744753.215467895,1416954.0474448295,612208.6123801614,91.398957124905,0.8942155320551795,0,2.0,1.231,0.797,0.365,900294.99,0.935,64.3,HIGH,MODIFY
549680.1755309078,444412.6063774893,355530.0851019914,710612.786987698,41.25510608305339,0.9774557390487127,1,1.0,1.25,0.0,0.0,1171410.44,1.0,98.0,CRITICAL,BLOCK
933034.9994287157,1710458.6995972747,1258027.2556531078,612533.2881748669,42.0717725528971,0.7189760815305508,0,1.0,1.36,0.618,0.131,1093136.84,1.0,84.9,CRITICAL,MODIFY
437381.6371302507,1045807.9039881931,836646.3231905545,409575.4279043954,83.20558747506252,0.6836351328181786,0,4.0,1.25,0.727,0.238,637795.48,1.0,69.9,HIGH,MODIFY
730000.9945394328,369727.5610162816,295782.0488130253,498150.9263106841,46.650307965149686,0.9710904254477588,0,4.0,1.25,0.0,0.0,1154206.41,1.0,86.9,CRITICAL,BLOCK
57027.8806936542,676113.273334084,375259.30895916664,209572.85802257105,78.65731803324492,0.6664504181319402,1,1.0,1.802,1.65,1.091,0.0,0.092,21.0,LOW,ALLOW
911974.6800706028,1031285.521694354,159885.78693953724,53027.80282306827,43.339229134688445,0.8691550988923884,0,3.0,6.45,0.746,0.415,93602.75,0.885,66.5,HIGH,MODIFY
295835.6466876308,687300.6676749627,549840.5341399702,440670.6431105527,44.44171803079796,0.8423398204018269,1,3.0,1.25,0.712,0.0,599046.16,1.0,90.1,CRITICAL,MODIFY
657343.5081766578,459997.14329508744,367997.71463606996,372492.8738365249,74.65552095384297,0.8867976965578508,0,4.0,1.25,0.0,0.0,937836.95,1.0,81.7,CRITICAL,BLOCK
600250.6106492763,519420.92382721417,255473.63824401266,238837.84886271312,48.50503141392625,0.7129489164460869,0,2.0,2.033,0.0,0.0,575141.17,1.0,86.6,CRITICAL,BLOCK
52180.78083528947,1160424.9230860693,989506.903437405,244383.00956828537,71.02458740372694,0.6386945380877068,0,1.0,1.173,1.12,0.873,125645.77,0.427,21.2,LOW,ALLOW
212103.90908083122,918841.3292733688,735073.0634186951,747400.0926611845,48.93533938350622,0.6137076860845166,0,2.0,1.25,0.961,0.0,775735.74,1.0,84.0,CRITICAL,MODIFY
438865.25440176355,1498595.0637159906,244605.89975994572,327416.12767241104,72.07838038668149,0.6121591343275516,0,4.0,6.127,4.332,2.994,0.0,0.091,15.6,LOW,ALLOW
40936.26618572151,1636294.3963226262,1453690.7461780142,369115.8963214629,76.30482030084184,0.6348953429155614,1,1.0,1.126,1.097,0.844,227448.51,0.456,25.7,LOW,ALLOW
977466.3428440909,368343.53950979357,294674.83160783484,453097.30196748045,83.85141994841135,0.7843194587900773,0,4.0,1.25,0.0,0.0,1356894.94,1.0,79.0,HIGH,BLOCK
386293.89066595683,244913.10453174214,195930.4836253937,737639.4612189842,85.63496482730162,0.8899577898452427,1,4.0,1.25,0.0,0.0,1074950.73,1.0,82.0,CRITICAL,BLOCK
574013.5833825108,1653937.5438321978,1451957.6038594812,5030.932753015538,55.153283961692466,0.6955025786813669,0,2.0,1.139,0.744,0.74,377064.58,0.124,44.0,MEDIUM,MODIFY
228563.87994475383,1615733.2574964494,1368228.4871329013,115379.75128199438,78.22880187214443,0.6060047334893612,0,2.0,1.181,1.014,0.93,96438.86,0.37,30.7,LOW,MODIFY
1097496.2462816972,348107.89566821547,278486.3165345724,531455.1635409913,41.004041466244466,0.7059228998347032,1,4.0,1.25,0.0,0.0,1559329.83,1.0,96.7,CRITICAL,BLOCK
257810.51183148843,524530.1431155927,419624.1144924741,146105.24428287894,77.85161494392966,0.7377176752177212,0,2.0,1.25,0.636,0.287,299009.73,1.0,70.4,HIGH,MODIFY
867038.1139446625,1038113.6408807351,830490.9127045881,19285.15416688521,97.26980062537272,0.6522352452981164,2,3.0,1.25,0.206,0.183,678700.54,0.375,66.0,HIGH,BLOCK
804223.6565159538,436543.8266872142,293505.8558450104,255735.313624636,94.8783101192446,0.8267624518249412,1,2.0,1.487,0.0,0.0,916921.0,1.0,83.6,CRITICAL,BLOCK
349787.57002713624,928286.1455385528,742628.9164308422,485320.2450414523,71.61577699489051,0.7613133127210043,0,4.0,1.25,0.779,0.125,649450.59,1.0,77.8,HIGH,MODIFY
79957.03831573558,585009.0357251178,468007.22858009423,7737.2938406460535,71.005614875889,0.7216650044762547,0,2.0,1.25,1.079,1.063,0.0,0.066,22.5,LOW,ALLOW
530248.0299616074,1723467.3963565885,326349.8188239927,34889.67448682727,63.81617143530812,0.8874210509149645,1,2.0,5.281,3.656,3.549,0.0,0.059,24.1,LOW,ALLOW
544366.3718850404,684227.9308866761,547382.3447093408,760467.1420995754,69.74601119984314,0.6457346585941356,0,4.0,1.25,0.256,0.0,1167987.93,1.0,81.5,CRITICAL,MODIFY
210125.32113822168,466461.5697111831,373169.2557689465,798296.8578726036,51.758809699604946,0.8834725980591067,0,2.0,1.25,0.687,0.0,915129.87,1.0,89.0,CRITICAL,MODIFY
916021.3686465231,791936.2515410942,633549.0012328754,1582.6705751389447,41.21664965951628,0.8139320586801237,0,3.0,1.25,0.0,0.0,759216.79,0.423,81.3,CRITICAL,BLOCK
13996.83910778153,1268738.655747576,976451.6830930075,416873.8220437603,85.3189589151036,0.8215699712165907,0,3.0,1.299,1.285,0.858,138583.69,0.442,15.4,LOW,ALLOW
986275.9750318927,1555343.426275913,997497.0542308834,111090.97412533152,69.17385494627766,0.964189334199809,1,4.0,1.559,0.57,0.459,539520.58,0.841,70.6,HIGH,MODIFY
882335.7579919524,898768.2477834186,719014.5982267349,240161.2552602688,98.35052650210312,0.9708724022064967,2,4.0,1.25,0.023,0.0,942743.36,1.0,85.3,CRITICAL,BLOCK
1106417.6350839662,640898.9300812396,218393.96641498682,652748.5182354302,97.37400930955783,0.8008694955569409,0,2.0,2.935,0.0,0.0,1336661.19,1.0,73.6,HIGH,BLOCK
540346.3534873239,1501422.537140986,479830.0049206207,743655.2947528439,70.88009098217225,0.6332135553222366,0,3.0,3.129,2.003,0.453,262409.12,0.847,49.9,MEDIUM,MODIFY
967778.477056061,454738.922168413,363791.13773473044,120064.98558985231,41.07209552941949,0.8480095690586563,1,1.0,1.25,0.0,0.0,996895.68,1.0,92.9,CRITICAL,BLOCK
499227.814493074,1572750.4464277052,524941.0201413815,357182.1589568355,62.1286472057069,0.8241541168601194,0,3.0,2.996,2.045,1.365,0.0,0.087,29.0,LOW,ALLOW
73865.5323805938,977496.3855364184,350164.29064239515,46848.151388981576,48.13894260490534,0.9436814846928816,1,2.0,2.792,2.581,2.447,0.0,0.106,19.5,LOW,ALLOW
786615.7304105589,1112592.128470343,890073.7027762745,410671.1414261958,75.19134699124177,0.899152585958723,3,2.0,1.25,0.366,0.0,974768.45,1.0,98.0,CRITICAL,BLOCK
1065818.659539022,260625.2532868176,208500.20262945408,397504.5279388424,80.64080328614219,0.9528854559586781,0,3.0,1.25,0.0,0.0,1411198.14,1.0,80.4,CRITICAL,BLOCK
274500.32420370396,760831.4669697356,608665.1735757885,796596.619215213,41.02641385418813,0.7149171046465939,0,1.0,1.25,0.799,0.0,918930.65,1.0,85.6,CRITICAL,MODIFY
508220.74678941857,392929.16944707686,306863.74065976695,55554.63807786571,50.42467414134595,0.846303200722304,0,1.0,1.28,0.0,0.0,477709.96,1.0,81.9,CRITICAL,BLOCK
82390.38708009892,915648.9327993992,732519.1462395195,481292.0342260184,52.9247327839397,0.7031558495486043,0,1.0,1.25,1.138,0.48,380552.63,0.82,47.1,MEDIUM,MODIFY
45253.41217800953,1140268.864169595,768679.6666458173,578725.0273166817,83.99261898201067,0.6685546038165426,3,2.0,1.483,1.425,0.672,252389.24,0.628,41.0,MEDIUM,BLOCK
1086294.8188539252,361228.3365813509,189642.8412501986,757203.1172058082,82.20447747470001,0.6044960552016333,1,4.0,1.905,0.0,0.0,1671912.44,1.0,85.6,CRITICAL,BLOCK
1097001.220572955,1666814.1155647258,1353127.408297306,603135.5217608737,58.41133699214684,0.8829083773340386,3,3.0,1.232,0.421,0.0,1386450.04,1.0,98.0,CRITICAL,BLOCK
270327.99679066957,1961244.9287746162,715598.5916646365,507210.4710331306,62.586341840683126,0.9768932212129962,0,1.0,2.741,2.363,1.654,0.0,0.05,18.2,LOW,ALLOW
595263.5290172674,568924.0763729062,455139.261098325,119120.61130686391,53.8578283014418,0.8177503646524994,0,4.0,1.25,0.0,0.0,600599.33,1.0,84.8,CRITICAL,BLOCK
992999.6883573255,382802.2103683341,306241.7682946673,534542.80467459,50.813099848182674,0.776694646961075,0,4.0,1.25,0.0,0.0,1450982.05,1.0,91.3,CRITICAL,BLOCK
841560.0701568595,897368.3348514537,623961.228564688,320151.48969115934,49.005922581997645,0.6507085853641045,3,4.0,1.438,0.089,0.0,888304.45,1.0,98.0,CRITICAL,BLOCK
1014727.9277501953,1182399.6930986352,839359.5766719428,632085.5297061522,57.31365690324451,0.782161794034012,0,2.0,1.409,0.2,0.0,1303773.34,1.0,86.4,CRITICAL,MODIFY
1170210.99880228,850890.1195755639,199274.22893981836,87082.4802295946,70.10533358823639,0.7952334331765314,0,3.0,4.27,0.0,0.0,605677.59,1.0,81.6,CRITICAL,BLOCK
874009.261719425,577054.8086887535,222424.22301152378,702964.1076262038,84.48010142390294,0.8135966641412715,2,2.0,2.594,0.0,0.0,1222342.78,1.0,88.6,CRITICAL,BLOCK
434731.4732191391,1528858.6240424062,630978.4428842096,459865.6403163356,50.15198474388065,0.9782596575906207,0,3.0,2.423,1.734,1.005,0.0,0.12,30.0,LOW,ALLOW
738826.3431693505,422704.62052476115,338163.69641980896,619288.0522940444,72.25541677680197,0.631320062556614,0,2.0,1.25,0.0,0.0,1273573.47,1.0,80.8,CRITICAL,BLOCK
605526.9254786781,1418902.7909648926,1215089.2770895755,691200.0626485955,87.57120155205902,0.8823661049102353,0,3.0,1.168,0.669,0.101,1092913.47,1.0,75.1,HIGH,MODIFY
319007.7383126608,241758.38669784632,193406.70935827706,619305.1875727567,60.491685069782974,0.6383524385724804,0,1.0,1.25,0.0,0.0,889961.25,1.0,83.6,CRITICAL,BLOCK
791248.7099483961,1780692.779033824,569852.8141878468,223172.71281636792,87.32668656741258,0.672730362388361,1,1.0,3.125,1.736,1.345,0.0,0.106,29.4,LOW,ALLOW
179310.36069669822,1682832.1494366417,473618.57757349464,570823.9777683066,77.8697417487607,0.797042195053173,0,1.0,3.553,3.175,1.969,0.0,0.03,7.9,LOW,ALLOW
1095778.767764419,1690529.5347124934,990911.8199045032,39598.918439041954,45.27846127485988,0.7076487668801036,2,2.0,1.706,0.6,0.56,435759.97,0.289,61.3,HIGH,BLOCK
988936.4461250259,1093487.5797150237,283516.93411236175,609542.0697464439,72.73177703083688,0.6177790003602428,1,4.0,3.857,0.369,0.0,788507.87,1.0,87.8,CRITICAL,MODIFY
861193.9115378143,1977850.6792473209,628951.0300237902,782215.4328301897,98.44683291021573,0.8814858309019911,0,3.0,3.145,1.775,0.532,294509.7,0.768,43.2,MEDIUM,MODIFY
443943.7085859832,1678656.0918613544,593686.6184391319,7540.468148507529,47.1083394329655,0.6803528810568132,0,2.0,2.828,2.08,2.067,0.0,0.051,20.3,LOW,ALLOW
638896.5887161709,1050586.8424529072,374731.50643297134,693782.6742954311,66.1747945832654,0.8904241751980082,0,4.0,2.804,1.099,0.0,656823.93,1.0,77.7,HIGH,MODIFY
504447.1023670025,608055.6887560105,301134.0016604669,341401.57715970493,72.59896380249639,0.7996744279065474,1,4.0,2.019,0.344,0.0,538926.99,1.0,91.0,CRITICAL,MODIFY
1185534.5203518476,1782407.4802153,943906.17091621,201051.3691969023,68.93419034569519,0.6470396415802449,0,3.0,1.888,0.632,0.419,548084.58,0.881,68.7,HIGH,MODIFY
226652.80297353843,390876.29183684674,312701.0334694774,229436.7763223045,40.88053679280317,0.8818899802816214,0,3.0,1.25,0.525,0.0,377914.32,1.0,85.8,CRITICAL,MODIFY
315702.8639038228,256660.0831338379,205328.06650707033,694501.2586901201,51.45512469936721,0.8995326225655663,0,4.0,1.25,0.0,0.0,958872.11,1.0,89.0,CRITICAL,BLOCK
726933.1387130818,268492.5915361613,214794.07322892908,610734.6855546634,72.53767593795271,0.9302972142234314,0,4.0,1.25,0.0,0.0,1283969.31,1.0,82.8,CRITICAL,BLOCK
302630.3029648689,986475.189891001,789180.1519128009,679763.5733040734,93.94905027717022,0.7422240773724225,1,2.0,1.25,0.867,0.005,785098.84,1.0,79.1,HIGH,MODIFY
